symbol,row_count,development_row_count,validation_row_count,final_holdout_row_count,nearest_destination_available_count,atr_available_count,materialization_file,materialization_sha256
WAT,290,142,82,66,290,290,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WAT.jsonl.gz,04e399295ae647a55f0925b1e53258d8d7a6f628242651d0e4fe91ecfbb46a5b
WBD,61,0,0,61,61,61,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WBD.jsonl.gz,c2861d9f96deedb0cdc1d0f7f7a8926784643dfb26fc3ceece95bea206e04515
WDAY,189,50,67,72,189,189,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WDAY.jsonl.gz,86d2e97c3052d4c8e908d9fc88d3deb0e7731d6657d1d35d5c03ee41d5d8a59b
WDC,347,174,136,37,347,347,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WDC.jsonl.gz,71466605d17ee8aed69d4f08fd27aa1395cfb667ae7744b905b0eb7df9257833
WEC,229,112,55,62,229,229,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WEC.jsonl.gz,6f7160502dd63f73949d734663562b5b9a99ffa07738a256f8a1cda70ac81a88
WELL,62,0,57,5,62,62,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WELL.jsonl.gz,dd215dc1058916c453c03e940c537fbfada427ddad92a4bec88b8446389e747a
WFC,319,174,107,38,319,319,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WFC.jsonl.gz,b798e398eadbcaa165a99dfdaf702f2857af29de1ee2e4de095f73694a4375c9
WM,134,55,41,38,134,134,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WM.jsonl.gz,98bb4bff54b962d4b57bf6d9dcfa4e3fa1ee757ec0acbf759cd47dfa6dcb9a1f
WMB,265,156,88,21,265,265,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WMB.jsonl.gz,7f1d96e2e2e384268d26a139f369202cc91a746565bf60673fb0642ce0355d95
WMT,297,225,56,16,297,297,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WMT.jsonl.gz,2bc2ce92c6fa8816956e8de37395dc64cd64471432e2a3edf49e35c1c1436e2e
WRB,114,48,26,40,114,114,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WRB.jsonl.gz,10627283dcd0eb2db8863260ab1bdbf5744e2071b0f347578358e376ee30a817
WSM,355,250,66,39,355,355,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WSM.jsonl.gz,3b8177218a79872036eeeabd3c93573d6b15dad2a9d40f6e680784c336d1f02d
WST,285,162,61,62,285,285,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WST.jsonl.gz,da033600c32339b770e33c054a9c7a202faa9320071d298d6138858c02462aba
WTW,52,0,0,52,52,52,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WTW.jsonl.gz,8418d1f194a55f3ab068b9f23907ffff03df7cb88e62f05bddc2ab112a9ce05e
WY,382,209,73,100,382,382,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WY.jsonl.gz,0134f00d55d8751398bc8b828dc38a82c9ed0bd715f63f3deaf4973239f2f9a8
WYNN,405,207,122,76,404,405,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/WYNN.jsonl.gz,cceb93d64b6ae10ff9d3236e25f5f724a0420c26bc4a03a712d2f4448615d1bc
XBI,250,109,92,49,250,250,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XBI.jsonl.gz,17e5f2490fbdfbc99d8d35f73829cb12c0b23c0b33fc3858139ac9101db29d54
XEL,243,129,51,63,243,243,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XEL.jsonl.gz,e44539090934ed958dfc761e83019e85a5bbdeb54225190fc00b53c38d96a5a0
XHB,259,145,73,41,259,259,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XHB.jsonl.gz,0a0739603a8f12d939ba63523bcd07099538693173d019d826cef6115edc126b
XLB,231,138,58,35,231,231,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XLB.jsonl.gz,d5b81a261d89a3636205f20e82de61db5bea9a7d1c08954d81964965cd2e3f7f
XLC,70,0,55,15,70,70,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XLC.jsonl.gz,c403f4a518ba1ca92b926092668c002b775124da65c0ec4b3812bdbafe266f4c
XLE,303,175,82,46,303,303,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XLE.jsonl.gz,1385e6b02dafccbd7bd4fc6debbf81e4e724e7dc4d663b03fa6d00bb639f9553
XLF,254,163,63,28,254,254,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XLF.jsonl.gz,a961b662849bbb38d8a42323e8e0c045a5266ddb3e58f3c00e3bc8cd8cd0b149
XLI,196,119,62,15,196,196,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XLI.jsonl.gz,3d06cd98f93ff3a279b62067df0720d053622e3d1789b369ebe6fc8f053a278c
XLK,182,120,47,15,182,182,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XLK.jsonl.gz,0638329aa50209d6599228524e84f76ffdf5da2a8560d4f1d85d5f9d4624dc29
XLP,176,93,46,37,176,176,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XLP.jsonl.gz,baad5fd0d9376d1f5910297aae005d4adf0f9b383b951d5650d09ce884756c11
XLRE,122,3,62,57,122,122,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XLRE.jsonl.gz,7ded486e4dab822ed4d0982e9338e9dc1d0779a522e842bb58cc23312a9c6a28
XLU,219,130,42,47,219,219,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XLU.jsonl.gz,e3ba7bd52a5d67433e567baedec96a83a4593dbb66d3a94de15b8680dded9852
XLV,215,117,41,57,215,215,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XLV.jsonl.gz,2b48c3e66959143b471b702762490180b1541c0c32a6df3e67eb68c9ef1d5e2a
XLY,204,123,56,25,204,204,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XLY.jsonl.gz,5eacd409f0e7e20419814fd9881447e48847cda8cb58ec05c5a8cc953187819c
XOM,361,221,93,47,361,361,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XOM.jsonl.gz,66e3d1b64ccf55a65b964707dcf57cd6b69a036a8d4fd206d36f05779d1eda31
XOP,333,169,91,73,333,333,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XOP.jsonl.gz,ee7495ada4d228c65cc1fc201552e6d17e7992787143046dc6f7fdb8d393d02a
XPH,281,124,105,52,281,281,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XPH.jsonl.gz,4357acc2c8ed3895d4d18343a9c1e33973fd3ba1d708039e2c13c5dfec131851
XRT,281,153,84,44,281,281,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XRT.jsonl.gz,94b7a1829248d8e4d29c77c101a1a26adf04f050bc5297ff1ab644f7f18019a7
XYL,158,37,69,52,158,158,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XYL.jsonl.gz,d4ad5b84b8e45d0ac4155968cb4b4b95a466a272550bfaf3f144a732f54c4bb5
XYZ,1,0,0,1,1,1,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/XYZ.jsonl.gz,a9c436c173af9f5e0fa5bcab2e514095f614efbe96284943eb028df55bdf1022
YUM,219,129,51,39,219,219,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/YUM.jsonl.gz,1e8562370df5660580b00643c2ad71c027f50ca2bb1c6c77a312fd4ab956f839
ZBH,207,21,93,93,207,207,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ZBH.jsonl.gz,ab075508f8a88880ef790574861d752647a86590b8d07803704a01fbe9e3dda3
ZBRA,322,199,57,66,322,322,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ZBRA.jsonl.gz,3fb34b65a296401cdeaa92866192f554f9c29408292009249ec2411db2e955d8
ZTS,165,21,51,93,165,165,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ZTS.jsonl.gz,06b6f315fb7b68b5fd0b3d129438a56e35aa1d99fa769df7559706b4a9208173
